ot-got,got,得到（get 的过去式）,/ɡɒt/,wordfamilies,,got
ot-lot,lot,许多,/lɒt/,wordfamilies,,lot
ot-not,not,不,/nɒt/,wordfamilies,,not
ob-cob,cob,玉米芯,/kɒb/,wordfamilies,,cob
ob-job,job,工作,/dʒɒb/,wordfamilies,,job
ob-mob,mob,暴徒；人群,/mɒb/,wordfamilies,,mob
ob-rob,rob,抢劫,/rɒb/,wordfamilies,,rob
ob-sob,sob,抽泣,/sɒb/,wordfamilies,,sob
ub-cub,cub,幼兽,/kʌb/,wordfamilies,,cub
ub-rub,rub,摩擦,/rʌb/,wordfamilies,,rub
ub-tub,tub,浴盆,/tʌb/,wordfamilies,,tub
ub-hub,hub,中心；轮毂,/hʌb/,wordfamilies,,hub
ug-mug,mug,马克杯,/mʌɡ/,wordfamilies,,mug
ug-rug,rug,小地毯,/rʌɡ/,wordfamilies,,rug
ug-jug,jug,壶,/dʒʌɡ/,wordfamilies,,jug
ug-tug,tug,用力拉,/tʌɡ/,wordfamilies,,tug
um-gum,gum,口香糖,/ɡʌm/,wordfamilies,,gum
um-hum,hum,哼唱,/hʌm/,wordfamilies,,hum
um-mum,mum,妈妈,/mʌm/,wordfamilies,,mum
un-bun,bun,小圆面包,/bʌn/,wordfamilies,,bun
un-fun,fun,有趣；乐趣,/fʌn/,wordfamilies,,fun
un-nun,nun,修女,/nʌn/,wordfamilies,,nun
un-pun,pun,双关语,/pʌn/,wordfamilies,,pun
ut-cut,cut,切；剪,/kʌt/,wordfamilies,,cut
ut-hut,hut,小屋,/hʌt/,wordfamilies,,hut
ut-gut,gut,肠子,/ɡʌt/,wordfamilies,,gut
ut-nut,nut,坚果,/nʌt/,wordfamilies,,nut
ut-shut,shut,关上,/ʃʌt/,wordfamilies,,shut
ell-fell,fell,倒下（fall 的过去式）,/fel/,wordfamilies,,fell
ell-well,well,好；水井,/wel/,wordfamilies,,well
ell-yell,yell,大喊,/jel/,wordfamilies,,yell
ell-smell,smell,闻到；气味,/smel/,wordfamilies,,smell
ell-spell,spell,拼写,/spel/,wordfamilies,,spell
ill-bill,bill,账单,/bɪl/,wordfamilies,,bill
ill-fill,fill,装满,/fɪl/,wordfamilies,,fill
ill-hill,hill,小山,/hɪl/,wordfamilies,,hill
ill-mill,mill,磨坊,/mɪl/,wordfamilies,,mill
ill-will,will,将要,/wɪl/,wordfamilies,,will
all-ball,ball,球,/bɔːl/,wordfamilies,,ball
all-call,call,打电话；喊,/kɔːl/,wordfamilies,,call
all-fall,fall,落下；摔倒,/fɔːl/,wordfamilies,,fall
all-hall,hall,大厅,/hɔːl/,wordfamilies,,hall
ing-wing,wing,翅膀,/wɪŋ/,wordfamilies,,wing
ing-spring,spring,春天；弹簧,/sprɪŋ/,wordfamilies,,spring
ing-string,string,线；细绳,/strɪŋ/,wordfamilies,,string
ick-pick,pick,挑选；摘,/pɪk/,wordfamilies,,pick
ick-kick,kick,踢,/kɪk/,wordfamilies,,kick
ick-lick,lick,舔,/lɪk/,wordfamilies,,lick
ick-nick,nick,刻痕；小缺口,/nɪk/,wordfamilies,,nick
ick-tick,tick,滴答声；勾,/tɪk/,wordfamilies,,tick
ock-sock,sock,短袜,/sɒk/,wordfamilies,,sock
ock-block,block,积木；街区,/blɒk/,wordfamilies,,block
ock-dock,dock,码头,/dɒk/,wordfamilies,,dock
uck-buck,buck,雄鹿,/bʌk/,wordfamilies,,buck
uck-luck,luck,运气,/lʌk/,wordfamilies,,luck
uck-muck,muck,淤泥；污物,/mʌk/,wordfamilies,,muck
ump-bump,bump,碰撞；肿块,/bʌmp/,wordfamilies,,bump
ump-lump,lump,团；块,/lʌmp/,wordfamilies,,lump
ump-pump,pump,泵；打气筒,/pʌmp/,wordfamilies,,pump
ump-stump,stump,树桩,/stʌmp/,wordfamilies,,stump
unk-bunk,bunk,双层床,/bʌŋk/,wordfamilies,,bunk
unk-dunk,dunk,浸一浸,/dʌŋk/,wordfamilies,,dunk
unk-junk,junk,废旧物品,/dʒʌŋk/,wordfamilies,,junk
unk-trunk,trunk,树干；象鼻,/trʌŋk/,wordfamilies,,trunk
unk-sunk,sunk,沉没（sink 的过去分词）,/sʌŋk/,wordfamilies,,sunk
ash-cash,cash,现金,/kæʃ/,wordfamilies,,cash
ash-dash,dash,猛冲,/dæʃ/,wordfamilies,,dash
ash-hash,hash,切碎的食物,/hæʃ/,wordfamilies,,hash
ash-mash,mash,捣成泥,/mæʃ/,wordfamilies,,mash
ash-rash,rash,皮疹,/ræʃ/,wordfamilies,,rash
ack-pack,pack,打包；背包,/pæk/,wordfamilies,,pack
ack-sack,sack,麻袋,/sæk/,wordfamilies,,sack
ack-rack,rack,架子,/ræk/,wordfamilies,,rack
ack-quack,quack,嘎嘎（鸭叫声）,/kwæk/,wordfamilies,,quack
est-best,best,最好的,/best/,wordfamilies,,best
est-nest,nest,鸟窝,/nest/,wordfamilies,,nest
est-vest,vest,背心,/vest/,wordfamilies,,vest
est-west,west,西,/west/,wordfamilies,,west
est-pest,pest,害虫,/pest/,wordfamilies,,pest
dg-shop,shop,商店,/ʃɒp/,digraphs,,shop
dg-dish,dish,盘子,/dɪʃ/,digraphs,,dish
dg-shelf,shelf,架子,/ʃelf/,digraphs,,shelf
dg-shine,shine,发光,/ʃaɪn/,digraphs,,shine
dg-shy,shy,害羞的,/ʃaɪ/,digraphs,,shy
dg-chip,chip,薯条；碎屑,/tʃɪp/,digraphs,,chip
dg-chin,chin,下巴,/tʃɪn/,digraphs,,chin
dg-chest,chest,胸部,/tʃest/,digraphs,,chest
dg-child,child,小孩,/tʃaɪld/,digraphs,,child
dg-chase,chase,追赶,/tʃeɪs/,digraphs,,chase
dg-thunder,thunder,雷,/ˈθʌndə(r)/,digraphs,,thunder
dg-feather,feather,羽毛,/ˈfeðə(r)/,digraphs,,feather
dg-weather,weather,天气,/ˈweðə(r)/,digraphs,,weather
dg-thumb,thumb,大拇指,/θʌm/,digraphs,,thumb
dg-teeth,teeth,牙齿,/tiːθ/,digraphs,,teeth
dg-bath,bath,洗澡；浴缸,/bɑːθ/,digraphs,,bath
dg-wheel,wheel,车轮,/wiːl/,digraphs,,wheel
dg-whistle,whistle,哨子,/ˈwɪsl/,digraphs,,whistle
dg-whisker,whisker,（动物的）胡须,/ˈwɪskə(r)/,digraphs,,whisker
dg-photo,photo,照片,/ˈfəʊtəʊ/,digraphs,,photo
dg-graph,graph,图表,/ɡrɑːf/,digraphs,,graph
dg-alphabet,alphabet,字母表,/ˈælfəbet/,digraphs,,alphabet
dg-thing,thing,东西,/θɪŋ/,digraphs,,thing
dg-tank,tank,坦克；水箱,/tæŋk/,digraphs,,tank
dg-rank,rank,等级,/ræŋk/,digraphs,,rank
dg-sink,sink,水槽,/sɪŋk/,digraphs,,sink
dg-honk,honk,按喇叭,/hɒŋk/,digraphs,,honk
dg-silk,silk,丝绸,/sɪlk/,digraphs,,silk
dg-belt,belt,腰带,/belt/,digraphs,,belt
dg-mask,mask,面具,/mɑːsk/,digraphs,,mask
dg-task,task,任务,/tɑːsk/,digraphs,,task
dg-plant,plant,植物,/plɑːnt/,digraphs,,plant
dg-lamp,lamp,台灯,/læmp/,digraphs,,lamp
dg-camp,camp,野营,/kæmp/,digraphs,,camp
dg-land,land,陆地,/lænd/,digraphs,,land
dg-past,past,过去,/pɑːst/,digraphs,,past
dg-bend,bend,弯曲,/bend/,digraphs,,bend
dg-send,send,寄送,/send/,digraphs,,send
dg-dust,dust,灰尘,/dʌst/,digraphs,,dust
dg-lift,lift,电梯；举起,/lɪft/,digraphs,,lift
dg-skirt,skirt,裙子,/skɜːt/,digraphs,,skirt
dg-sport,sport,运动,/spɔːt/,digraphs,,sport
dg-spot,spot,斑点,/spɒt/,digraphs,,spot
dg-club,club,俱乐部,/klʌb/,digraphs,,club
dg-flag,flag,旗帜,/flæɡ/,digraphs,,flag
dg-glad,glad,高兴的,/ɡlæd/,digraphs,,glad
dg-plan,plan,计划,/plæn/,digraphs,,plan
dg-plane,plane,飞机,/pleɪn/,digraphs,,plane
