adj-quick,quick,迅速的,/kwɪk/,adjectives,,quick
adj-wrong,wrong,错误的,/rɒŋ/,adjectives,,wrong
adj-correct,correct,正确的,/kəˈrekt/,adjectives,,correct
adj-true,true,真实的,/truː/,adjectives,,true
adj-false,false,虚假的,/fɔːls/,adjectives,,false
adj-real,real,真的,/rɪəl/,adjectives,,real
adj-fake,fake,假的,/feɪk/,adjectives,,fake
adj-safe,safe,安全的,/seɪf/,adjectives,,safe
adj-dangerous,dangerous,危险的,/ˈdeɪndʒərəs/,adjectives,,dangerous
adj-famous,famous,有名的,/ˈfeɪməs/,adjectives,,famous
adj-favorite,favorite,最爱的,/ˈfeɪvərɪt/,adjectives,,favorite
adj-important,important,重要的,/ɪmˈpɔːtnt/,adjectives,,important
adj-ready,ready,准备好的,/ˈredi/,adjectives,,ready
adj-sure,sure,确定的,/ʃʊə/,adjectives,,sure
adj-worried,worried,担心的,/ˈwʌrid/,adjectives,,worried
adj-afraid,afraid,害怕的,/əˈfreɪd/,adjectives,,afraid
adj-brave,brave,勇敢的,/breɪv/,adjectives,,brave
adj-naughty,naughty,调皮的,/ˈnɔːti/,adjectives,,naughty
adj-curious,curious,好奇的,/ˈkjʊəriəs/,adjectives,,curious
adj-honest,honest,诚实的,/ˈɒnɪst/,adjectives,,honest
adj-patient,patient,有耐心的,/ˈpeɪʃnt/,adjectives,,patient
adj-wild,wild,野生的,/waɪld/,adjectives,,wild
adj-calm,calm,平静的,/kɑːm/,adjectives,,calm
adj-tidy,tidy,整洁的,/ˈtaɪdi/,adjectives,,tidy
adj-messy,messy,凌乱的,/ˈmesi/,adjectives,,messy
adj-deep,deep,深的,/diːp/,adjectives,,deep
adj-salty,salty,咸的,/ˈsɔːlti/,adjectives,,salty
adj-bitter,bitter,苦的,/ˈbɪtə/,adjectives,,bitter
adj-juicy,juicy,多汁的,/ˈdʒuːsi/,adjectives,,juicy
adj-crispy,crispy,酥脆的,/ˈkrɪspi/,adjectives,,crispy
adj-yummy,yummy,好吃的,/ˈjʌmi/,adjectives,,yummy
adj-delicious,delicious,美味的,/dɪˈlɪʃəs/,adjectives,,delicious
adj-wonderful,wonderful,极好的,/ˈwʌndəfl/,adjectives,,wonderful
adj-amazing,amazing,令人惊叹的,/əˈmeɪzɪŋ/,adjectives,,amazing
adj-cute,cute,可爱的,/kjuːt/,adjectives,,cute
adj-lovely,lovely,可爱的,/ˈlʌvli/,adjectives,,lovely
adj-awful,awful,糟糕的,/ˈɔːfl/,adjectives,,awful
adj-perfect,perfect,完美的,/ˈpɜːfɪkt/,adjectives,,perfect
adj-plain,plain,朴素的,/pleɪn/,adjectives,,plain
adj-fancy,fancy,华丽的,/ˈfænsi/,adjectives,,fancy
adj-tight,tight,紧的,/taɪt/,adjectives,,tight
adj-loose,loose,松的,/luːs/,adjectives,,loose
adj-neat,neat,整齐的,/niːt/,adjectives,,neat
adj-cozy,cozy,温暖舒适的,/ˈkəʊzi/,adjectives,,cozy
adj-nice,nice,很好的,/niːs/,adjectives,,nice
adj-great,great,很棒的,/ɡreɪt/,adjectives,,great
adj-terrible,terrible,可怕的,/ˈterəbl/,adjectives,,terrible
adj-horrible,horrible,可怕的,/ˈhɒrəbl/,adjectives,,horrible
adj-awesome,awesome,了不起的,/ˈɔːsəm/,adjectives,,awesome
adj-clever,clever,聪明的,/ˈklevə/,adjectives,,clever
adj-smart,smart,机灵的,/smɑːt/,adjectives,,smart
adj-wise,wise,有智慧的,/waɪz/,adjectives,,wise
adj-foolish,foolish,愚蠢的,/ˈfuːlɪʃ/,adjectives,,foolish
adj-rude,rude,粗鲁的,/ruːd/,adjectives,,rude
adj-mean,mean,刻薄的,/miːn/,adjectives,,mean
adj-gloomy,gloomy,阴郁的,/ˈɡluːmi/,adjectives,,gloomy
adj-upset,upset,难过的,/ʌpˈset/,adjectives,,upset
adj-furious,furious,狂怒的,/ˈfjʊəriəs/,adjectives,,furious
adj-delighted,delighted,高兴的,/dɪˈlaɪtɪd/,adjectives,,delighted
adj-cheerful,cheerful,欢快的,/ˈtʃɪəfl/,adjectives,,cheerful
adj-miserable,miserable,痛苦的,/ˈmɪzərəbl/,adjectives,,miserable
adj-jealous,jealous,嫉妒的,/ˈdʒeləs/,adjectives,,jealous
adj-lonely,lonely,孤单的,/ˈləʊnli/,adjectives,,lonely
adj-embarrassed,embarrassed,尴尬的,/ɪmˈbærəst/,adjectives,,embarrassed
opp-in,in,在里面,/ɪn/,opposites,,in
opp-out,out,在外面,/aʊt/,opposites,,out
opp-up,up,向上,/ʌp/,opposites,,up
opp-down,down,向下,/daʊn/,opposites,,down
opp-left,left,左边,/left/,opposites,,left
opp-right,right,右边,/raɪt/,opposites,,right
opp-more,more,更多,/mɔː/,opposites,,more
opp-less,less,更少,/les/,opposites,,less
opp-same,same,相同的,/seɪm/,opposites,,same
opp-different,different,不同的,/ˈdɪfrənt/,opposites,,different
opp-near,near,近的,/nɪə/,opposites,,near
opp-far,far,远的,/fɑː/,opposites,,far
opp-high,high,高的,/haɪ/,opposites,,high
opp-low,low,低的,/ləʊ/,opposites,,low
opp-thick,thick,厚的,/θɪk/,opposites,,thick
opp-thin,thin,薄的,/θɪn/,opposites,,thin
opp-wide,wide,宽的,/waɪd/,opposites,,wide
opp-narrow,narrow,窄的,/ˈnærəʊ/,opposites,,narrow
opp-early,early,早的,/ˈɜːli/,opposites,,early
opp-late,late,晚的,/leɪt/,opposites,,late
opp-rich,rich,富有的,/rɪtʃ/,opposites,,rich
opp-poor,poor,贫穷的,/pɔː/,opposites,,poor
opp-loud,loud,大声的,/laʊd/,opposites,,loud
opp-quiet,quiet,安静的,/ˈkwaɪət/,opposites,,quiet
opp-inside,inside,内部,/ˌɪnˈsaɪd/,opposites,,inside
opp-outside,outside,外部,/ˌaʊtˈsaɪd/,opposites,,outside
opp-above,above,在上面,/əˈbʌv/,opposites,,above
opp-below,below,在下面,/bɪˈləʊ/,opposites,,below
opp-forward,forward,向前,/ˈfɔːwəd/,opposites,,forward
opp-backward,backward,向后,/ˈbækwəd/,opposites,,backward
opp-cheap,cheap,便宜的,/tʃiːp/,opposites,,cheap
opp-expensive,expensive,昂贵的,/ɪkˈspensɪv/,opposites,,expensive
opp-easy,easy,容易的,/ˈiːzi/,opposites,,easy
opp-difficult,difficult,困难的,/ˈdɪfɪkəlt/,opposites,,difficult
opp-first,first,第一,/fɜːst/,opposites,,first
opp-last,last,最后,/lɑːst/,opposites,,last
opp-win,win,赢,/wɪn/,opposites,,win
opp-lose,lose,输,/luːz/,opposites,,lose
opp-lend,lend,借出,/lend/,opposites,,lend
opp-borrow,borrow,借入,/ˈbɒrəʊ/,opposites,,borrow
opp-question,question,问题,/ˈkwestʃən/,opposites,,question
opp-answer,answer,回答,/ˈɑːnsə/,opposites,,answer
opp-arrive,arrive,到达,/əˈraɪv/,opposites,,arrive
opp-leave,leave,离开,/liːv/,opposites,,leave
opp-begin,begin,开始,/bɪˈɡɪn/,opposites,,begin
opp-end,end,结束,/end/,opposites,,end
opp-catch,catch,接住,/kætʃ/,opposites,,catch
opp-throw,throw,扔,/θrəʊ/,opposites,,throw
opp-lock,lock,锁上,/lɒk/,opposites,,lock
opp-unlock,unlock,开锁,/ˌʌnˈlɒk/,opposites,,unlock
act-eat,eat,吃,/iːt/,actions,,eat
act-drink,drink,喝,/drɪŋk/,actions,,drink
act-jump,jump,跳,/dʒʌmp/,actions,,jump
act-swim,swim,游泳,/swɪm/,actions,,swim
act-fly,fly,飞,/flaɪ/,actions,,fly
act-sing,sing,唱歌,/sɪŋ/,actions,,sing
act-read,read,读书,/riːd/,actions,,read
act-sleep,sleep,睡觉,/sliːp/,actions,,sleep
act-listen,listen,听,/ˈlɪsn/,actions,,listen
act-open,open,打开,/ˈəʊpn/,actions,,open
act-close,close,关上,/kləʊz/,actions,,close
act-help,help,帮助,/help/,actions,,help
act-cook,cooking,做饭,/ˈkʊkɪŋ/,actions,,cooking
act-wash,wash,洗,/wɒʃ/,actions,,wash
act-ask,ask,问,/ɑːsk/,actions,,ask
act-tell,tell,告诉,/tel/,actions,,tell
act-give,give,给,/ɡɪv/,actions,,give
act-take,take,拿走,/teɪk/,actions,,take
act-make,make,制作,/meɪk/,actions,,make
act-buy,buy,买,/baɪ/,actions,,buy
act-find,find,找到,/faɪnd/,actions,,find
act-understand,understand,明白,/ˌʌndəˈstænd/,actions,,understand
act-remember,remember,记得,/rɪˈmembə/,actions,,remember
act-forget,forget,忘记,/fəˈɡet/,actions,,forget
act-teach,teach,教,/tiːtʃ/,actions,,teach
act-learn,learn,学习,/lɜːn/,actions,,learn
act-count,count,数数,/kaʊnt/,actions,,count
act-push,push,推,/pʊʃ/,actions,,push
act-pull,pull,拉,/pʊl/,actions,,pull
act-brush,brush,刷,/brʌʃ/,actions,,brush
act-smile,smile,微笑,/smaɪl/,actions,,smile
act-shout,shout,喊叫,/ʃaʊt/,actions,,shout
act-whisper,whisper,低语,/ˈwɪspə/,actions,,whisper
act-climb,climb,爬,/klaɪm/,actions,,climb
act-hide,hide,躲藏,/haɪd/,actions,,hide
act-share,share,分享,/ʃeə/,actions,,share
act-wait,wait,等待,/weɪt/,actions,,wait
act-hurry,hurry,赶紧,/ˈhʌri/,actions,,hurry
act-rest,rest,休息,/rest/,actions,,rest
act-exercise,exercise,锻炼,/ˈeksəsaɪz/,actions,,exercise
act-ride,ride,骑,/raɪd/,actions,,ride
act-drive,drive,驾驶,/draɪv/,actions,,drive
act-draw,draw,画画,/drɔː/,actions,,draw
act-scrub,scrub,擦洗,/skrʌb/,actions,,scrub
act-paste,paste,粘贴,/peɪst/,actions,,paste
act-fold,fold,折叠,/fəʊld/,actions,,fold
act-tear,tear,撕,/teə/,actions,,tear
act-toss,toss,抛,/tɒs/,actions,,toss
act-bounce,bounce,拍球弹跳,/baʊns/,actions,,bounce
act-roll,roll,滚动,/rəʊl/,actions,,roll
act-spin,spin,旋转,/spɪn/,actions,,spin
act-skip,skip,跳绳蹦跳,/skɪp/,actions,,skip
act-march,march,齐步走,/mɑːtʃ/,actions,,march
act-wiggle,wiggle,扭动,/ˈwɪɡl/,actions,,wiggle
act-snap,snap,打响指,/snæp/,actions,,snap
act-stomp,stomp,跺脚,/stɒmp/,actions,,stomp
act-wave,wave,挥手,/weɪv/,actions,,wave
act-nod,nod,点头,/nɒd/,actions,,nod
act-lean,lean,倚靠,/liːn/,actions,,lean
act-stretch,stretch,伸展,/stretʃ/,actions,,stretch
act-breathe,breathe,呼吸,/briːð/,actions,,breathe
act-yawn,yawn,打哈欠,/jɔːn/,actions,,yawn
