evil queen,evil queen,恶毒王后,/iːvl kwiːn/,story,,evil queen
magic mirror,magic mirror,魔镜,/ˈmædʒɪk ˈmɪrə/,story,,magic mirror
golden egg,golden egg,金蛋,/ˈɡəʊldən eɡ/,story,,golden egg
big bad wolf,big bad wolf,大灰狼,/ˌbɪɡ bæd ˈwʊlf/,story,,big bad wolf
happy ending,happy ending,圆满结局,/ˈhæpi ˈendɪŋ/,story,,happy ending
relieved,relieved,如释重负,/rɪˈliːvd/,emotions,1f60c,
tasty,tasty,好吃极了,/ˈteɪsti/,emotions,1f60b,
drowsy,drowsy,昏昏欲睡,/ˈdraʊzi/,emotions,1f62a,
drool,drool,流口水,/druːl/,emotions,1f924,
masked,masked,戴口罩,/mɑːskt/,emotions,1f637,
unamused,unamused,无语,/ˌʌnəˈmjuːzd/,emotions,1f612,
roll eyes,roll eyes,翻白眼,/rəʊl aɪz/,emotions,1f643,
smirk,smirk,得意地笑,/smɜːk/,emotions,1f60f,
pensive,pensive,心事重重,/ˈpensɪv/,emotions,1f614,
weary,weary,疲惫不堪,/ˈwɪəri/,emotions,1f629,
cube,cube,正方体,/kjuːb/,shapes,,cube
cone,cone,圆锥体,/kəʊn/,shapes,,cone
sw-noun,noun,名词,/naʊn/,sightwords,,noun
sw-verb,verb,动词,/vɜːb/,sightwords,,verb
